country,group_name,title,content,image,video
taiwan,芒果醬,大家好我們是芒果醬,"成軍於 2017 年的芒果醬 Mango Jump，由四位團員組成，分別是主唱兼創作首腦郭佐治、團長兼貝斯手李皝達、鼓手黃聖智以及吉他手蔡有倫。團員們在淡江大學吉他社擔任幹部時結識，成團後四處征戰校園音樂比賽，在淡江大學的金韶獎、政治大學的金旋獎都取得不錯的成績。今年六月發行首張專輯《新・寶島少年？》，以活潑、琅琅上口的歌詞和曲風深入人心。

將音樂作為終身志業的他們，許下了宏大的目標，以身體力行的方式實踐歌曲中的笑與淚，如他們鍾愛的日本王道漫畫般一路升級打怪。在滿滿的吐槽和歡笑聲中，我暗自希望這篇仍能體現出他們真誠、青澀一面的訪談，能成為未來他們夢想成真，爆紅到超越五月天、草東後，留下的珍貴史料。",https://www.google.com/url?sa=i&url=https%3A%2F%2Fopen.spotify.com%2Fartist%2F1t1GIb4bb1lARAXwWEekUN&psig=AOvVaw0875vg8cxTkeC5nTSahlgT&ust=1681450012368000&source=images&cd=vfe&ved=0CBEQjRxqFwoTCPixlNiPpv4CFQAAAAAdAAAAABAE,mangojump.mp4
